time,smaller,larger,outer,inner,updates
1.341,1,16009,16009,1,1
0.202,1,834,834,0,0
1.378,1,3684,3684,0,0
0.578,1,977,977,0,0
1.333,1,16009,16009,0,0
0.195,1,834,834,0,0
1.383,1,3684,3684,3,3
0.575,1,977,977,1,1
0.336,1,1154,1146,3,3
0.059,8,2100,8,10,0
0.028,10,21523,10,4,4
1.4,2,16009,16009,3,2
0.202,2,837,837,0,0
1.405,2,3684,3684,1,1
0.576,2,977,977,0,0
1.337,2,16009,16009,2,2
0.202,2,837,837,0,0
1.376,2,3684,3684,0,0
0.578,2,977,977,0,0
1.341,2,16009,16009,2,2
0.197,2,837,837,0,0
1.357,2,3684,3684,0,0
0.569,2,977,977,0,0
1.336,2,16009,16009,1,1
0.196,2,837,837,0,0
1.369,2,3684,3684,0,0
0.578,2,977,977,1,1
0.328,1,1155,1147,1,1
1.335,1,16009,16009,0,0
0.202,1,838,838,0,0
1.362,1,3684,3684,0,0
0.561,1,977,977,0,0
0.056,1,2101,1,2,1
0.014,2,21532,2,2,0
1.869,3273,9903,9903,973,973
1.314,3340,4188,3340,34,34
0.479,859,4188,859,15,15
0.053,15,34,15,21,21
1.894,4188,9903,9903,1883,910
0.044,21,4188,21,20,20
1.269,3340,4188,3340,34,0
0.438,859,4188,859,15,0
1.427,929,9903,9903,538,534
0.029,21,929,21,0,0
1.376,929,3340,3340,84,84
1.193,859,929,859,467,467
0.165,118,463,106,97,97
1.428,523,9903,9903,553,540
0.069,96,523,96,0,0
1.501,523,3340,3340,159,159
0.454,523,859,859,6,6
0.128,6,277,246,17,17
1.267,533,9903,9903,370,355
0.066,113,533,113,10,10
1.495,533,3340,3340,169,169
0.628,533,859,859,100,100
0.259,100,446,417,104,104
1.295,352,9903,9903,302,277
0.081,182,352,182,2,2
1.584,352,3340,3340,226,226
0.491,352,859,859,22,22
0.317,22,672,629,117,117
1.141,276,9903,9903,212,193
0.081,274,276,274,0,0
1.368,276,3340,3340,51,51
0.487,276,859,859,28,28
0.255,28,723,671,10,10
1.128,191,9903,9903,209,154
0.09,191,284,284,0,0
1.57,191,3340,3340,222,222
0.479,191,859,859,18,18
0.344,18,945,897,91,31
1.084,137,9903,9903,105,98
0.092,137,313,313,0,0
1.31,137,3340,3340,37,37
0.44,137,859,859,4,4
0.318,4,982,943,26,26
1.09,98,9903,9903,174,128
0.098,98,339,339,0,0
1.341,98,3340,3340,69,69
0.459,98,859,859,7,7
0.328,7,1051,1023,27,15
1.06,120,9903,9903,122,118
0.1,120,354,354,0,0
1.254,120,3340,3340,11,11
0.431,120,859,859,0,0
1.053,118,9903,9903,156,54
0.099,118,354,354,0,0
1.391,118,3340,3340,111,111
0.439,118,859,859,2,2
0.372,2,1173,1145,16,16
1.026,54,9903,9903,46,36
0.103,54,370,370,0,0
1.229,54,3340,3340,1,1
0.434,54,859,859,0,0
0.995,36,9903,9903,35,2
0.101,36,370,370,0,0
1.352,36,3340,3340,81,81
0.43,36,859,859,1,1
0.355,1,1255,1227,4,0
0.975,2,9903,9903,1,1
0.107,2,370,370,0,0
1.225,2,3340,3340,0,0
0.434,2,859,859,0,0
0.94,1,9903,9903,1,0
0.098,1,370,370,0,0
1.234,1,3340,3340,8,8
0.423,1,859,859,0,0
1.274,666,1263,1235,1400,860
0.774,1004,7558,1004,724,690
1.299,689,9903,9903,572,557
0.209,689,1004,1004,1,0
1.254,689,3340,3340,25,25
0.457,689,859,859,10,10
0.374,10,1288,1258,16,16
1.17,470,9903,9903,133,133
0.201,470,1014,1014,28,0
1.226,470,3340,3340,4,4
0.43,470,859,859,0,0
1.109,129,9903,9903,103,69
0.213,129,1014,1014,6,6
1.505,129,3340,3340,156,156
0.465,129,859,859,9,9
0.443,9,1448,1405,20,20
1.069,64,9903,9903,58,55
0.197,64,1029,1029,0,0
1.236,64,3340,3340,19,19
0.433,64,859,859,6,6
0.419,6,1467,1424,6,6
1.048,55,9903,9903,47,32
0.209,55,1035,1035,8,8
1.46,55,3340,3340,138,138
0.446,55,859,859,7,7
0.462,7,1605,1567,39,19
1.031,40,9903,9903,34,26
0.199,40,1054,1054,0,0
1.23,40,3340,3340,4,4
0.434,40,859,859,0,0
1.02,26,9903,9903,30,21
0.205,26,1054,1054,0,0
1.337,26,3340,3340,71,71
0.454,26,859,859,6,6
0.513,6,1680,1652,55,36
1.007,20,9903,9903,16,16
0.204,20,1090,1090,0,0
1.217,20,3340,3340,0,0
0.431,20,859,859,0,0
0.99,16,9903,9903,12,4
0.204,16,1090,1090,0,0
1.291,16,3340,3340,39,39
0.425,16,859,859,0,0
0.986,4,9903,9903,2,2
0.202,4,1090,1090,0,0
1.211,4,3340,3340,0,0
0.422,4,859,859,0,0
0.975,2,9903,9903,4,1
0.202,2,1090,1090,0,0
1.229,2,3340,3340,2,2
0.429,2,859,859,0,0
0.944,1,9903,9903,1,1
0.198,1,1090,1090,0,0
1.214,1,3340,3340,0,0
0.435,1,859,859,0,0
0.945,1,9903,9903,4,1
0.223,1,1090,1090,0,0
1.26,1,3340,3340,1,1
0.465,1,859,859,0,0
0.97,1,9903,9903,1,1
0.22,1,1090,1090,0,0
1.235,1,3340,3340,0,0
0.459,1,859,859,0,0
0.978,1,9903,9903,4,1
0.198,1,1090,1090,0,0
1.243,1,3340,3340,1,1
0.449,1,859,859,0,0
0.971,1,9903,9903,1,1
0.198,1,1090,1090,0,0
1.233,1,3340,3340,0,0
0.423,1,859,859,0,0
0.973,1,9903,9903,4,1
0.198,1,1090,1090,0,0
1.27,1,3340,3340,1,1
0.422,1,859,859,0,0
0.97,1,9903,9903,1,1
0.199,1,1090,1090,0,0
1.263,1,3340,3340,0,0
0.421,1,859,859,0,0
0.973,1,9903,9903,3,1
0.198,1,1090,1090,0,0
1.239,1,3340,3340,1,1
0.426,1,859,859,0,0
0.973,1,9903,9903,1,1
0.197,1,1090,1090,0,0
1.227,1,3340,3340,0,0
0.422,1,859,859,0,0
0.943,1,9903,9903,4,1
0.204,1,1090,1090,0,0
1.208,1,3340,3340,1,1
0.43,1,859,859,0,0
0.943,1,9903,9903,1,1
0.198,1,1090,1090,0,0
1.203,1,3340,3340,0,0
0.421,1,859,859,0,0
0.946,1,9903,9903,3,1
0.198,1,1090,1090,0,0
1.215,1,3340,3340,1,1
0.422,1,859,859,0,0
0.97,1,9903,9903,1,1
0.198,1,1090,1090,0,0
1.216,1,3340,3340,0,0
0.428,1,859,859,0,0
0.944,1,9903,9903,4,1
0.199,1,1090,1090,0,0
1.206,1,3340,3340,1,1
0.435,1,859,859,0,0
0.943,1,9903,9903,1,1
0.203,1,1090,1090,0,0
1.204,1,3340,3340,0,0
0.43,1,859,859,0,0
0.938,1,9903,9903,3,0
0.198,1,1090,1090,0,0
1.212,1,3340,3340,1,1
0.424,1,859,859,0,0
0.531,466,704,466,545,304
0.335,377,9089,377,298,292
1.115,274,9903,9903,97,82
0.261,274,1381,1381,17,1
1.276,274,3340,3340,29,28
0.438,274,859,859,5,5
0.505,5,1757,1729,6,6
1.04,49,9903,9903,37,37
0.252,49,1387,1387,0,0
1.212,49,3340,3340,0,0
0.432,49,859,859,0,0
1.045,37,9903,9903,20,16
0.257,37,1387,1387,5,5
1.299,37,3340,3340,54,54
0.465,37,859,859,2,2
0.517,2,1811,1783,17,16
1.007,21,9903,9903,13,13
0.243,21,1403,1403,5,5
1.214,21,3340,3340,0,0
0.434,21,859,859,0,0
1.001,18,9903,9903,11,9
0.233,18,1403,1403,0,0
1.267,18,3340,3340,12,12
0.435,18,859,859,0,0
0.988,7,9903,9903,5,5
0.225,7,1403,1403,0,0
1.202,7,3340,3340,0,0
0.422,7,859,859,0,0
0.957,5,9903,9903,9,8
0.222,5,1403,1403,0,0
1.203,5,3340,3340,9,9
0.432,5,859,859,3,3
0.531,3,1832,1804,24,24
0.956,8,9903,9903,8,8
0.225,8,1427,1427,0,0
1.204,8,3340,3340,0,0
0.432,8,859,859,0,0
0.946,8,9903,9903,9,0
0.231,8,1427,1427,0,0
1.201,8,3340,3340,0,0
0.432,8,859,859,0,0
0.186,103,714,103,146,94
0.141,137,9516,137,131,131
1.008,131,9903,9903,9,9
0.24,131,1518,1518,0,0
1.212,131,3340,3340,1,1
0.432,131,859,859,0,0
1.012,8,9903,9903,7,7
0.238,8,1518,1518,0,0
1.207,8,3340,3340,0,0
0.425,8,859,859,0,0
0.986,7,9903,9903,5,5
0.238,7,1518,1518,0,0
1.209,7,3340,3340,1,1
0.426,7,859,859,0,0
0.987,5,9903,9903,5,5
0.236,5,1518,1518,0,0
1.211,5,3340,3340,0,0
0.426,5,859,859,0,0
0.977,5,9903,9903,4,2
0.237,5,1518,1518,0,0
1.214,5,3340,3340,1,1
0.425,5,859,859,0,0
0.946,2,9903,9903,2,2
0.231,2,1518,1518,0,0
1.193,2,3340,3340,0,0
0.427,2,859,859,0,0
0.939,2,9903,9903,0,0
0.237,2,1518,1518,0,0
1.19,2,3340,3340,0,0
0.427,2,859,859,0,0
0.049,3,714,3,3,1
0.017,1,9676,1,1,1
0.94,1,9903,9903,0,0
0.231,1,1519,1519,0,0
1.196,1,3340,3340,0,0
0.421,1,859,859,0,0
37.763,30830,210346,210346,26540,26539
5.36,14685,48257,14685,584,584
2.756,4173,48257,4173,586,586
1.185,584,586,481,822,822
42.308,48257,210346,210346,41712,15161
0.302,822,48257,822,56,56
4.812,14685,48257,14685,584,0
1.908,4173,48257,4173,586,0
33.303,15107,210346,210346,13536,12044
0.244,822,15107,822,57,56
5.66,14685,15107,14685,612,612
7.199,4173,15107,4173,4543,4543
1.06,1196,4541,1147,501,501
31.837,11016,210346,210346,11072,10976
0.346,1052,11016,1052,39,39
5.58,11016,14685,14685,1174,1174
2.25,4173,11016,4173,387,387
1.05,387,2370,2269,978,966
29.077,10916,210346,210346,8617,8195
0.572,1230,10916,1230,48,48
6.351,10916,14685,14685,2742,2742
5.424,4173,10916,4173,4580,4580
2.041,4580,5112,4948,3152,3118
35.083,8085,210346,210346,31174,31036
0.457,1627,8085,1627,85,85
5.572,8085,14685,14685,1068,1068
2.153,4173,8085,4173,155,155
1.112,155,6180,6001,190,175
32.849,31059,210346,210346,49079,30518
1.669,1723,31059,1723,5822,5821
5.723,14685,31059,14685,2256,2256
4.251,4173,31059,4173,3678,3678
1.946,3678,8436,8154,3242,2714
31.035,14125,210346,210346,25178,24896
1.152,1980,14125,1980,3255,3255
5.044,14125,14685,14685,347,347
1.756,4173,14125,4173,11,11
1.129,11,8783,8499,23,20
29.053,28113,210346,210346,17835,17117
5.513,1998,28113,1998,26929,26926
5.252,14685,28113,14685,686,686
3.41,4173,28113,4173,2746,2746
1.487,2746,9469,8881,263,220
37.102,41763,210346,210346,65399,65044
0.489,2179,41763,2179,98,82
4.895,14685,41763,14685,235,235
1.74,4173,41763,4173,11,11
1.217,11,9704,9114,37,27
28.89,64568,210346,210346,21792,19428
1.621,2185,64568,2185,5102,5102
5.423,14685,64568,14685,1381,1381
2.96,4173,64568,4173,2239,2239
2.008,2239,11085,11010,1064,977
29.724,24051,210346,210346,24879,22624
0.695,3157,24051,3157,350,350
4.729,14685,24051,14685,93,93
1.72,4173,24051,4173,0,0
27.646,22696,210346,210346,15124,11341
0.931,3157,22696,3157,1580,1580
5.215,14685,22696,14685,898,898
2.031,4173,22696,4173,345,345
1.638,345,12076,12033,64,17
26.805,12431,210346,210346,13171,11771
0.576,3174,12431,3174,69,69
4.712,12431,14685,14685,125,125
1.709,4173,12431,4173,1,1
1.638,1,12201,12158,7,0
24.973,11673,210346,210346,7342,5732
0.856,3174,11673,3174,1148,1148
4.97,11673,14685,14685,475,475
1.878,4173,11673,4173,212,212
1.693,212,12676,12633,44,5
27.35,6762,210346,210346,20712,20389
0.503,3177,6762,3177,15,15
4.817,6762,14685,14685,344,344
1.729,4173,6762,4173,10,10
1.698,10,13020,12937,18,8
24.462,20282,210346,210346,7313,6603
0.648,3178,20282,3178,256,256
4.844,14685,20282,14685,310,310
1.753,4173,20282,4173,35,35
1.709,35,13330,13242,42,0
23.741,6695,210346,210346,4708,4148
0.638,3178,6695,3178,197,197
4.747,6695,14685,14685,428,428
1.78,4173,6695,4173,74,74
1.828,74,13758,13670,474,16
23.424,4087,210346,210346,4272,3156
0.532,3180,4087,3180,2,2
4.939,4087,14685,14685,310,310
1.74,4087,4173,4173,3,3
1.739,3,14068,13980,16,0
23.028,3154,210346,210346,2937,2688
0.486,3154,3180,3180,3,3
4.578,3154,14685,14685,74,74
1.718,3154,4173,4173,0,0
22.706,2686,210346,210346,1963,1663
0.501,2686,3180,3180,3,3
4.672,2686,14685,14685,107,107
1.721,2686,4173,4173,2,2
1.758,2,14249,14161,12,2
22.253,1661,210346,210346,1566,1458
0.619,1661,3182,3182,262,262
4.511,1661,14685,14685,10,10
1.716,1661,4173,4173,1,1
1.753,1,14259,14171,7,0
22.601,1716,210346,210346,1590,1502
0.678,1716,3182,3182,191,191
4.655,1716,14685,14685,104,104
1.711,1716,4173,4173,1,1
1.753,1,14363,14275,7,0
22.332,1689,210346,210346,1253,1160
0.487,1689,3182,3182,0,0
4.586,1689,14685,14685,8,8
1.738,1689,4173,4173,2,2
1.786,2,14371,14283,10,0
22.121,1155,210346,210346,1111,1046
0.489,1155,3182,3182,0,0
4.614,1155,14685,14685,105,105
1.713,1155,4173,4173,1,1
1.782,1,14476,14388,5,0
21.644,1045,210346,210346,741,633
0.668,1045,3182,3182,317,317
4.45,1045,14685,14685,0,0
1.712,1045,4173,4173,0,0
21.909,950,210346,210346,1241,1212
1.411,950,3182,3182,4034,4034
4.555,950,14685,14685,44,44
1.711,950,4173,4173,1,1
1.798,1,14520,14432,5,0
23.221,5241,210346,210346,8867,8769
0.485,3182,5241,3182,0,0
4.444,5241,14685,14685,0,0
1.706,4173,5241,4173,0,0
22.325,8700,210346,210346,3008,2849
0.486,3182,8700,3182,0,0
4.739,8700,14685,14685,282,282
1.71,4173,8700,4173,0,0
22.012,2785,210346,210346,2484,2241
0.565,2785,3182,3182,63,63
4.474,2785,14685,14685,0,0
1.711,2785,4173,4173,0,0
21.861,2304,210346,210346,2155,1485
0.563,2304,3182,3182,63,63
4.696,2304,14685,14685,191,191
1.722,2304,4173,4173,0,0
21.702,1547,210346,210346,1053,899
0.476,1547,3182,3182,0,0
4.484,1547,14685,14685,0,0
1.717,1547,4173,4173,0,0
21.336,897,210346,210346,522,312
0.486,897,3182,3182,0,0
4.615,897,14685,14685,117,117
1.732,897,4173,4173,0,0
21.195,311,210346,210346,648,635
0.481,311,3182,3182,0,0
4.487,311,14685,14685,0,0
1.719,311,4173,4173,0,0
21.059,635,210346,210346,123,102
0.475,635,3182,3182,0,0
4.571,635,14685,14685,58,58
1.722,635,4173,4173,0,0
20.925,102,210346,210346,95,80
0.475,102,3182,3182,0,0
4.461,102,14685,14685,0,0
1.749,102,4173,4173,0,0
20.755,80,210346,210346,149,12
0.477,80,3182,3182,0,0
4.553,80,14685,14685,28,28
1.722,80,4173,4173,0,0
20.484,12,210346,210346,10,10
0.473,12,3182,3182,0,0
4.425,12,14685,14685,0,0
1.694,12,4173,4173,0,0
20.476,10,210346,210346,2,2
0.48,10,3182,3182,0,0
4.439,10,14685,14685,0,0
1.69,10,4173,4173,0,0
20.187,2,210346,210346,3,1
0.475,2,3182,3182,0,0
4.405,2,14685,14685,0,0
1.695,2,4173,4173,0,0
20.207,1,210346,210346,2,0
0.472,1,3182,3182,0,0
4.408,1,14685,14685,0,0
1.699,1,4173,4173,0,0
9.897,15196,19622,15108,20857,9381
15.428,9368,418369,9368,86047,35982
36.772,35815,210346,210346,47146,46309
1.215,9368,35815,9368,169,79
4.859,14685,35815,14685,142,142
1.783,4173,35815,4173,22,22
1.956,19,15338,15238,43,43
32.053,29310,210346,210346,21798,21047
1.16,9385,29310,9385,94,30
4.776,14685,29310,14685,99,99
1.741,4173,29310,4173,9,9
1.963,9,15437,15337,38,38
27.362,18304,210346,210346,12184,10551
2.45,9391,18304,9391,3849,3849
5.027,14685,18304,14685,492,492
1.78,4173,18304,4173,18,18
2.054,18,15929,15829,78,72
25.923,14372,210346,210346,9624,6315
1.15,9428,14372,9428,50,42
4.629,14372,14685,14685,57,57
1.758,4173,14372,4173,13,13
2.004,12,15986,15881,11,10
25.303,5489,210346,210346,6044,5835
1.306,5489,9438,9438,171,171
4.775,5489,14685,14685,131,131
1.745,4173,5489,4173,3,3
2.005,3,16117,16010,7,2
26.103,5959,210346,210346,9943,6561
1.177,5959,9440,9440,41,34
4.565,5959,14685,14685,38,38
1.73,4173,5959,4173,0,0
25.859,4933,210346,210346,5014,4885
1.213,4933,9440,9440,139,127
4.672,4933,14685,14685,91,91
1.773,4173,4933,4173,10,10
2.041,10,16246,16132,55,2
23.605,4827,210346,210346,4069,2343
1.17,4827,9441,9441,65,49
4.59,4827,14685,14685,32,32
1.756,4173,4827,4173,9,9
2.025,9,16278,16164,5,5
23.178,1575,210346,210346,1723,1422
1.118,1575,9442,9442,112,2
4.612,1575,14685,14685,28,28
1.719,1575,4173,4173,2,2
1.995,2,16306,16188,6,0
22.264,1423,210346,210346,1969,949
1.058,1423,9442,9442,0,0
4.578,1423,14685,14685,34,34
1.751,1423,4173,4173,1,1
2.016,1,16340,16222,0,0
21.982,874,210346,210346,456,424
1.064,874,9442,9442,16,16
4.603,874,14685,14685,52,52
1.744,874,4173,4173,0,0
21.681,432,210346,210346,262,220
1.252,432,9442,9442,187,187
4.55,432,14685,14685,29,29
1.716,432,4173,4173,1,1
2.002,1,16421,16303,0,0
21.87,398,210346,210346,567,542
1.047,398,9442,9442,4,0
4.596,398,14685,14685,46,46
1.745,398,4173,4173,3,3
2.045,3,16467,16339,53,50
21.831,509,210346,210346,401,392
1.041,509,9467,9467,0,0
4.487,509,14685,14685,5,5
1.719,509,4173,4173,0,0
21.928,384,210346,210346,244,217
1.067,384,9467,9467,16,8
4.556,384,14685,14685,7,7
1.727,384,4173,4173,4,4
2.025,4,16479,16351,6,0
21.568,225,210346,210346,420,391
1.312,225,9467,9467,535,535
4.464,225,14685,14685,0,0
1.713,225,4173,4173,0,0
21.863,924,210346,210346,1241,1227
1.073,924,9467,9467,15,15
4.529,924,14685,14685,1,1
1.721,924,4173,4173,0,0
21.611,1130,210346,210346,508,482
1.063,1130,9467,9467,0,0
4.469,1130,14685,14685,0,0
1.717,1130,4173,4173,0,0
21.42,450,210346,210346,400,370
1.067,450,9467,9467,29,29
4.484,450,14685,14685,1,1
1.719,450,4173,4173,0,0
21.377,399,210346,210346,324,229
1.036,399,9467,9467,0,0
4.48,399,14685,14685,0,0
1.717,399,4173,4173,0,0
21.07,220,210346,210346,156,139
1.182,220,9467,9467,233,233
4.484,220,14685,14685,1,1
1.737,220,4173,4173,0,0
21.418,372,210346,210346,690,642
1.038,372,9467,9467,0,0
4.48,372,14685,14685,0,0
1.731,372,4173,4173,0,0
21.42,578,210346,210346,318,310
1.033,578,9467,9467,0,0
4.474,578,14685,14685,1,1
1.713,578,4173,4173,0,0
21.279,298,210346,210346,199,173
1.04,298,9467,9467,12,12
4.476,298,14685,14685,1,1
1.712,298,4173,4173,0,0
21.095,168,210346,210346,147,105
1.033,168,9467,9467,0,0
4.469,168,14685,14685,1,1
1.713,168,4173,4173,0,0
20.96,102,210346,210346,79,52
1.026,102,9467,9467,0,0
4.474,102,14685,14685,5,5
1.71,102,4173,4173,0,0
20.805,52,210346,210346,54,33
1.026,52,9467,9467,0,0
4.468,52,14685,14685,1,1
1.713,52,4173,4173,0,0
20.663,27,210346,210346,45,45
1.017,27,9467,9467,0,0
4.445,27,14685,14685,0,0
1.702,27,4173,4173,0,0
20.621,45,210346,210346,21,15
1.019,45,9467,9467,0,0
4.476,45,14685,14685,0,0
1.704,45,4173,4173,0,0
20.606,12,210346,210346,13,13
1.017,12,9467,9467,0,0
4.452,12,14685,14685,0,0
1.69,12,4173,4173,0,0
20.577,13,210346,210346,16,7
1.017,13,9467,9467,0,0
4.432,13,14685,14685,0,0
1.699,13,4173,4173,0,0
20.501,7,210346,210346,11,11
1.015,7,9467,9467,0,0
4.449,7,14685,14685,1,1
1.69,7,4173,4173,0,0
20.477,11,210346,210346,11,11
1.018,11,9467,9467,0,0
4.49,11,14685,14685,0,0
1.706,11,4173,4173,0,0
20.469,11,210346,210346,6,6
1.019,11,9467,9467,0,0
4.465,11,14685,14685,5,5
1.698,11,4173,4173,0,0
20.169,6,210346,210346,6,6
1.005,6,9467,9467,0,0
4.417,6,14685,14685,0,0
1.689,6,4173,4173,0,0
20.185,6,210346,210346,7,7
1.008,6,9467,9467,0,0
4.421,6,14685,14685,0,0
1.69,6,4173,4173,0,0
20.434,7,210346,210346,7,7
1.006,7,9467,9467,0,0
4.407,7,14685,14685,0,0
1.689,7,4173,4173,0,0
20.577,7,210346,210346,13,13
1.015,7,9467,9467,0,0
4.505,7,14685,14685,2,2
1.708,7,4173,4173,0,0
20.553,13,210346,210346,13,13
1.018,13,9467,9467,0,0
4.45,13,14685,14685,0,0
1.737,13,4173,4173,0,0
20.62,13,210346,210346,17,16
1.017,13,9467,9467,0,0
4.502,13,14685,14685,13,13
1.703,13,4173,4173,1,1
2.023,1,16512,16384,5,0
20.528,16,210346,210346,16,16
1.018,16,9467,9467,0,0
4.424,16,14685,14685,0,0
1.694,16,4173,4173,0,0
20.52,16,210346,210346,10,5
1.017,16,9467,9467,0,0
4.472,16,14685,14685,15,15
1.709,16,4173,4173,5,5
2.022,5,16527,16399,25,0
20.179,5,210346,210346,5,5
1.004,5,9467,9467,0,0
4.459,5,14685,14685,0,0
1.76,5,4173,4173,0,0
20.132,5,210346,210346,0,0
1.009,5,9467,9467,0,0
4.432,5,14685,14685,0,0
1.724,5,4173,4173,0,0
1.457,1331,19719,1291,1607,1080
1.879,757,548111,757,2536,2497
22.688,2418,210346,210346,1751,1633
1.241,2418,10125,10125,503,260
4.545,2418,14685,14685,51,50
1.687,2418,4173,4173,0,0
22.235,1538,210346,210346,1464,1448
1.116,1538,10125,10125,0,0
4.459,1538,14685,14685,0,0
1.689,1538,4173,4173,0,0
22.271,1293,210346,210346,1334,1311
1.125,1293,10125,10125,5,5
4.58,1293,14685,14685,55,55
1.738,1293,4173,4173,5,5
2.118,5,16632,16503,17,17
22.093,911,210346,210346,801,632
1.153,911,10142,10142,28,10
4.506,911,14685,14685,10,10
1.706,911,4173,4173,0,0
21.939,636,210346,210346,383,364
1.114,636,10142,10142,6,6
4.538,636,14685,14685,21,21
1.72,636,4173,4173,4,4
2.071,4,16663,16540,8,8
21.503,358,210346,210346,207,202
1.101,358,10150,10150,0,0
4.5,358,14685,14685,8,8
1.725,358,4173,4173,2,2
2.062,2,16671,16548,14,0
23.222,192,210346,210346,483,469
1.186,192,10150,10150,5,5
4.584,192,14685,14685,31,31
1.736,192,4173,4173,4,4
2.092,4,16702,16579,32,24
21.742,474,210346,210346,354,350
1.13,474,10174,10174,7,7
4.522,474,14685,14685,3,3
1.711,474,4173,4173,0,0
21.628,354,210346,210346,309,181
1.29,354,10174,10174,475,475
4.576,354,14685,14685,32,32
1.784,354,4173,4173,1,1
2.069,1,16737,16614,7,0
21.369,651,210346,210346,170,166
1.25,651,10174,10174,382,382
4.506,651,14685,14685,3,3
1.724,651,4173,4173,0,0
21.473,548,210346,210346,549,547
1.129,548,10174,10174,10,10
4.497,548,14685,14685,15,15
1.709,548,4173,4173,0,0
21.402,367,210346,210346,365,364
1.096,367,10174,10174,0,0
4.47,367,14685,14685,1,1
1.707,367,4173,4173,0,0
21.336,364,210346,210346,254,157
1.099,364,10174,10174,1,1
4.506,364,14685,14685,12,12
1.716,364,4173,4173,0,0
21.276,158,210346,210346,142,142
1.118,158,10174,10174,5,5
4.496,158,14685,14685,0,0
1.71,158,4173,4173,0,0
21.01,147,210346,210346,48,48
1.291,147,10174,10174,152,152
4.484,147,14685,14685,3,3
1.718,147,4173,4173,0,0
21.433,200,210346,210346,363,361
1.099,200,10174,10174,0,0
4.47,200,14685,14685,0,0
1.718,200,4173,4173,0,0
21.33,329,210346,210346,145,141
1.103,329,10174,10174,0,0
4.458,329,14685,14685,0,0
1.705,329,4173,4173,0,0
21.164,133,210346,210346,111,103
1.21,133,10174,10174,84,84
4.487,133,14685,14685,2,2
1.716,133,4173,4173,0,0
21.363,187,210346,210346,257,231
1.141,187,10174,10174,30,30
4.513,187,14685,14685,12,12
1.721,187,4173,4173,0,0
21.384,243,210346,210346,139,133
1.091,243,10174,10174,0,0
4.465,243,14685,14685,0,0
1.711,243,4173,4173,0,0
21.227,123,210346,210346,106,84
1.096,123,10174,10174,4,4
4.508,123,14685,14685,18,18
1.746,123,4173,4173,6,6
2.08,6,16803,16680,30,0
21.07,84,210346,210346,92,79
1.121,84,10174,10174,15,15
4.474,84,14685,14685,0,0
1.725,84,4173,4173,0,0
20.954,85,210346,210346,47,39
1.088,85,10174,10174,0,0
4.486,85,14685,14685,0,0
1.721,85,4173,4173,0,0
20.88,34,210346,210346,36,30
1.089,34,10174,10174,0,0
4.483,34,14685,14685,4,4
1.705,34,4173,4173,0,0
20.765,28,210346,210346,37,31
1.082,28,10174,10174,0,0
4.46,28,14685,14685,0,0
1.705,28,4173,4173,0,0
20.652,27,210346,210346,15,10
1.086,27,10174,10174,0,0
4.46,27,14685,14685,6,6
1.707,27,4173,4173,2,2
2.068,2,16813,16690,10,0
20.567,9,210346,210346,9,9
1.085,9,10174,10174,0,0
4.453,9,14685,14685,0,0
1.693,9,4173,4173,0,0
20.474,9,210346,210346,8,3
1.106,9,10174,10174,10,10
4.44,9,14685,14685,0,0
1.7,9,4173,4173,0,0
20.422,13,210346,210346,4,4
1.101,13,10174,10174,8,8
4.453,13,14685,14685,0,0
1.71,13,4173,4173,0,0
20.217,12,210346,210346,12,12
1.064,12,10174,10174,0,0
4.418,12,14685,14685,0,0
1.689,12,4173,4173,0,0
20.224,8,210346,210346,8,7
1.077,8,10174,10174,5,5
4.432,8,14685,14685,0,0
1.713,8,4173,4173,0,0
20.429,12,210346,210346,5,3
1.099,12,10174,10174,4,4
4.457,12,14685,14685,0,0
1.711,12,4173,4173,0,0
20.182,7,210346,210346,7,7
1.063,7,10174,10174,0,0
4.429,7,14685,14685,0,0
1.697,7,4173,4173,0,0
20.173,5,210346,210346,3,3
1.066,5,10174,10174,0,0
4.413,5,14685,14685,0,0
1.692,5,4173,4173,0,0
20.182,3,210346,210346,2,1
1.067,3,10174,10174,0,0
4.417,3,14685,14685,0,0
1.687,3,4173,4173,0,0
20.185,1,210346,210346,1,1
1.065,1,10174,10174,0,0
4.401,1,14685,14685,0,0
1.689,1,4173,4173,0,0
20.15,1,210346,210346,0,0
1.066,1,10174,10174,0,0
4.401,1,14685,14685,0,0
1.687,1,4173,4173,0,0
0.379,286,19743,273,297,103
0.554,122,560073,122,282,282
21.261,276,210346,210346,720,703
1.116,276,10247,10247,0,0
4.473,276,14685,14685,22,22
1.69,276,4173,4173,2,2
2.064,2,16835,16712,4,0
20.818,698,210346,210346,122,114
1.094,698,10247,10247,0,0
4.418,698,14685,14685,0,0
1.68,698,4173,4173,0,0
20.527,114,210346,210346,105,6
1.086,114,10247,10247,0,0
4.828,114,14685,14685,181,181
1.727,114,4173,4173,3,3
2.101,3,17016,16793,3,0
20.477,6,210346,210346,5,5
1.107,6,10247,10247,0,0
4.474,6,14685,14685,4,4
1.708,6,4173,4173,1,1
2.106,1,17020,16797,0,0
20.485,5,210346,210346,5,5
1.093,5,10247,10247,0,0
4.545,5,14685,14685,23,23
1.712,5,4173,4173,1,1
2.133,1,17043,16813,20,20
20.479,5,210346,210346,2,2
1.09,5,10267,10267,0,0
4.463,5,14685,14685,5,5
1.699,5,4173,4173,0,0
20.425,2,210346,210346,3,3
